Date,Employee,Attendance,Status,Late_Minutes,Fine
2023-08-18,Person_74,09:07-17:24,DANGER,7,50
2023-08-18,Person_75,09:14-16:45,DANGER,14,50
2023-08-18,Person_78,09:07-17:03,DANGER,7,50
2023-08-18,Person_79,09:13-17:01,DANGER,13,50
2023-08-18,Person_83,09:01-16:55,DANGER,1,50
2023-08-18,Person_84,09:20-16:33,DANGER,20,100
2023-08-18,Person_86,09:04-17:13,DANGER,4,50
2023-08-18,Person_87,09:05-16:16,DANGER,5,50
2023-08-18,Person_88,09:28-16:48,DANGER,28,100
2023-08-18,Person_92,09:07-16:59,DANGER,7,50
2023-08-18,Person_95,09:24-17:03,DANGER,24,100
2023-08-18,Person_96,09:01-17:05,DANGER,1,50
2023-08-18,Person_97,09:04-16:54,DANGER,4,50
2023-08-19,Person_2,09:10-17:04,DANGER,10,50
2023-08-19,Person_3,09:17-16:52,DANGER,17,100
2023-08-19,Person_4,09:20-17:12,DANGER,20,100
2023-08-19,Person_6,09:04-17:22,DANGER,4,50
2023-08-19,Person_7,09:12-16:52,DANGER,12,50
2023-08-19,Person_8,09:19-16:48,DANGER,19,100
2023-08-19,Person_10,09:05-17:05,DANGER,5,50
2023-08-19,Person_12,09:16-17:08,DANGER,16,100
2023-08-19,Person_13,09:13-16:49,DANGER,13,50
2023-08-19,Person_16,09:07-17:16,DANGER,7,50
2023-08-19,Person_17,09:12-17:01,DANGER,12,50
2023-08-19,Person_19,09:05-16:54,DANGER,5,50
2023-08-19,Person_20,09:15-17:03,DANGER,15,50
2023-08-19,Person_22,09:18-17:11,DANGER,18,100
2023-08-19,Person_24,09:04-17:21,DANGER,4,50
2023-08-19,Person_25,09:12-16:30,DANGER,12,50
2023-08-19,Person_26,09:15-16:52,DANGER,15,50
2023-08-19,Person_30,09:29-17:08,DANGER,29,100
2023-08-19,Person_34,09:25-16:49,DANGER,25,100
2023-08-19,Person_35,09:15-17:03,DANGER,15,50
2023-08-19,Person_36,09:05-17:07,DANGER,5,50
2023-08-19,Person_37,09:04-17:11,DANGER,4,50
2023-08-19,Person_38,09:25-16:40,DANGER,25,100
2023-08-19,Person_39,09:07-16:53,DANGER,7,50
2023-08-19,Person_42,09:02-17:37,DANGER,2,50
2023-08-19,Person_44,09:14-16:46,DANGER,14,50
2023-08-19,Person_47,09:16-16:58,DANGER,16,100
2023-08-19,Person_48,09:20-16:55,DANGER,20,100
2023-08-19,Person_52,09:07-17:00,DANGER,7,50
2023-08-19,Person_53,09:28-17:09,DANGER,28,100
2023-08-19,Person_61,09:11-17:07,DANGER,11,50
2023-08-19,Person_64,09:20-16:59,DANGER,20,100
2023-08-19,Person_65,09:05-17:00,DANGER,5,50
2023-08-19,Person_66,09:17-16:51,DANGER,17,100
2023-08-19,Person_70,09:04-17:08,DANGER,4,50
2023-08-19,Person_72,09:08-17:01,DANGER,8,50
2023-08-19,Person_73,09:01-17:09,DANGER,1,50
2023-08-19,Person_75,09:12-16:56,DANGER,12,50
2023-08-19,Person_76,09:02-16:41,DANGER,2,50
2023-08-19,Person_77,09:07-16:49,DANGER,7,50
2023-08-19,Person_78,09:04-17:06,DANGER,4,50
2023-08-19,Person_79,09:20-17:02,DANGER,20,100
2023-08-19,Person_83,09:09-16:54,DANGER,9,50
2023-08-19,Person_84,09:07-17:14,DANGER,7,50
2023-08-19,Person_87,09:09-16:38,DANGER,9,50
2023-08-19,Person_88,09:14-17:00,DANGER,14,50
2023-08-19,Person_89,09:09-16:52,DANGER,9,50
2023-08-19,Person_92,09:15-17:04,DANGER,15,50
2023-08-19,Person_95,09:15-16:54,DANGER,15,50
2023-08-19,Person_96,09:14-16:45,DANGER,14,50
2023-08-19,Person_97,09:06-17:15,DANGER,6,50
2023-08-19,Person_98,09:01-17:09,DANGER,1,50
2023-08-20,Person_2,09:07-16:50,DANGER,7,50
2023-08-20,Person_3,09:08-16:48,DANGER,8,50
2023-08-20,Person_4,09:07-17:06,DANGER,7,50
2023-08-20,Person_8,09:24-16:55,DANGER,24,100
2023-08-20,Person_11,09:02-17:02,DANGER,2,50
2023-08-20,Person_12,09:19-17:11,DANGER,19,100
2023-08-20,Person_13,09:18-16:50,DANGER,18,100
2023-08-20,Person_16,09:08-16:57,DANGER,8,50
2023-08-20,Person_17,10:03-17:10,DANGER,63,500
2023-08-20,Person_20,09:13-16:57,DANGER,13,50
2023-08-20,Person_22,09:16-17:23,DANGER,16,100
2023-08-20,Person_23,09:02-17:07,DANGER,2,50
2023-08-20,Person_24,09:02-17:16,DANGER,2,50
2023-08-20,Person_25,09:12-16:33,DANGER,12,50
2023-08-20,Person_26,09:10-16:54,DANGER,10,50
2023-08-20,Person_30,09:22-17:08,DANGER,22,100
2023-08-20,Person_34,09:04-17:03,DANGER,4,50
2023-08-20,Person_35,09:11-17:02,DANGER,11,50
2023-08-20,Person_37,09:09-17:15,DANGER,9,50
2023-08-20,Person_39,09:07-16:54,DANGER,7,50
2023-08-20,Person_43,09:14-17:18,DANGER,14,50
2023-08-20,Person_44,09:10-16:47,DANGER,10,50
2023-08-20,Person_46,09:06-17:00,DANGER,6,50
2023-08-20,Person_48,09:08-16:57,DANGER,8,50
2023-08-20,Person_50,09:03-16:42,DANGER,3,50
2023-08-20,Person_51,09:20-17:03,DANGER,20,100
2023-08-20,Person_52,09:06-16:57,DANGER,6,50
2023-08-20,Person_53,09:19-17:07,DANGER,19,100
2023-08-20,Person_55,09:04-16:59,DANGER,4,50
2023-08-20,Person_56,09:12-16:52,DANGER,12,50
2023-08-20,Person_57,09:07-16:56,DANGER,7,50
2023-08-20,Person_60,09:11-17:22,DANGER,11,50
2023-08-20,Person_61,09:15-17:11,DANGER,15,50
2023-08-20,Person_63,09:02-16:50,DANGER,2,50
2023-08-20,Person_65,09:10-16:57,DANGER,10,50
2023-08-20,Person_66,09:08-17:01,DANGER,8,50
2023-08-20,Person_67,09:06-17:12,DANGER,6,50
2023-08-20,Person_70,09:02-16:38,DANGER,2,50
2023-08-20,Person_73,09:02-17:10,DANGER,2,50
2023-08-20,Person_75,09:16-16:45,DANGER,16,100
2023-08-20,Person_78,09:03-17:03,DANGER,3,50
2023-08-20,Person_79,09:17-17:22,DANGER,17,100
2023-08-20,Person_82,09:23-16:55,DANGER,23,100
2023-08-20,Person_83,09:13-16:58,DANGER,13,50
2023-08-20,Person_84,09:17-17:00,DANGER,17,100
2023-08-20,Person_85,09:04-17:02,DANGER,4,50
2023-08-20,Person_87,09:01-16:33,DANGER,1,50
2023-08-20,Person_88,09:31-17:00,DANGER,31,200
2023-08-20,Person_91,09:03-17:03,DANGER,3,50
2023-08-20,Person_92,09:11-17:04,DANGER,11,50
2023-08-20,Person_96,09:11-16:49,DANGER,11,50
2023-08-20,Person_97,09:12-17:04,DANGER,12,50
2023-08-21,Person_2,09:02-16:52,DANGER,2,50
2023-08-21,Person_3,09:17-17:15,DANGER,17,100
2023-08-21,Person_5,09:01-17:04,DANGER,1,50
2023-08-21,Person_8,09:17-16:51,DANGER,17,100
2023-08-21,Person_11,09:02-17:11,DANGER,2,50
2023-08-21,Person_12,09:17-17:22,DANGER,17,100
2023-08-21,Person_13,09:13-16:49,DANGER,13,50
2023-08-21,Person_16,09:15-16:45,DANGER,15,50
2023-08-21,Person_17,09:37-16:55,DANGER,37,200
2023-08-21,Person_22,09:15-17:01,DANGER,15,50
2023-08-21,Person_26,09:09-16:52,DANGER,9,50
2023-08-21,Person_35,09:19-17:05,DANGER,19,100
2023-08-21,Person_39,09:11-16:55,DANGER,11,50
2023-08-21,Person_44,09:15-16:31,DANGER,15,50
2023-08-21,Person_46,09:04-16:57,DANGER,4,50
2023-08-21,Person_47,09:11-17:10,DANGER,11,50
2023-08-21,Person_48,09:15-16:48,DANGER,15,50
2023-08-21,Person_50,09:03-16:41,DANGER,3,50
2023-08-21,Person_52,09:10-16:58,DANGER,10,50
2023-08-21,Person_53,09:11-17:08,DANGER,11,50
2023-08-21,Person_56,09:05-16:46,DANGER,5,50
2023-08-21,Person_57,09:16-16:58,DANGER,16,100
2023-08-21,Person_60,09:12-17:05,DANGER,12,50
2023-08-21,Person_61,09:09-17:01,DANGER,9,50
2023-08-21,Person_64,09:11-16:50,DANGER,11,50
2023-08-21,Person_65,09:04-17:02,DANGER,4,50
2023-08-21,Person_66,09:11-16:59,DANGER,11,50
2023-08-21,Person_69,09:19-16:55,DANGER,19,100
2023-08-21,Person_70,09:07-16:55,DANGER,7,50
2023-08-21,Person_73,09:22-17:17,DANGER,22,100
2023-08-21,Person_74,09:14-17:18,DANGER,14,50
2023-08-21,Person_75,09:11-16:45,DANGER,11,50
2023-08-21,Person_76,09:11-16:47,DANGER,11,50
2023-08-21,Person_77,09:15-17:02,DANGER,15,50
2023-08-21,Person_78,09:04-17:00,DANGER,4,50
2023-08-21,Person_79,09:09-17:11,DANGER,9,50
2023-08-21,Person_80,09:04-17:03,DANGER,4,50
2023-08-21,Person_82,09:06-16:51,DANGER,6,50
2023-08-21,Person_83,09:11-17:08,DANGER,11,50
2023-08-21,Person_84,09:23-17:09,DANGER,23,100
2023-08-21,Person_86,09:02-17:14,DANGER,2,50
2023-08-21,Person_87,09:05-16:38,DANGER,5,50
2023-08-21,Person_88,09:07-16:51,DANGER,7,50
2023-08-21,Person_89,09:02-16:56,DANGER,2,50
2023-08-21,Person_91,09:03-17:06,DANGER,3,50
2023-08-21,Person_92,09:13-17:15,DANGER,13,50
2023-08-21,Person_96,09:04-17:00,DANGER,4,50
2023-08-21,Person_97,09:11-16:59,DANGER,11,50
2023-08-21,Person_98,09:17-17:16,DANGER,17,100
2023-08-22,Person_3,09:07-16:49,DANGER,7,50
2023-08-22,Person_8,09:13-16:58,DANGER,13,50
2023-08-22,Person_10,09:10-17:05,DANGER,10,50
2023-08-22,Person_11,09:08-17:09,DANGER,8,50
2023-08-22,Person_13,09:16-16:44,DANGER,16,100
2023-08-22,Person_22,09:09-16:55,DANGER,9,50
2023-08-22,Person_26,09:11-16:52,DANGER,11,50
2023-08-22,Person_28,09:03-17:19,DANGER,3,50
2023-08-22,Person_29,09:04-17:01,DANGER,4,50
2023-08-22,Person_30,09:05-17:05,DANGER,5,50
2023-08-22,Person_32,09:01-17:05,DANGER,1,50
2023-08-22,Person_33,09:11-16:59,DANGER,11,50
2023-08-22,Person_34,09:18-16:48,DANGER,18,100
2023-08-22,Person_35,09:13-17:24,DANGER,13,50
2023-08-22,Person_38,09:05-17:01,DANGER,5,50
2023-08-22,Person_39,09:06-16:55,DANGER,6,50
2023-08-22,Person_41,09:04-16:56,DANGER,4,50
2023-08-22,Person_42,09:09-17:02,DANGER,9,50
2023-08-22,Person_43,09:13-17:18,DANGER,13,50
2023-08-22,Person_44,09:23-16:51,DANGER,23,100
2023-08-22,Person_47,09:22-17:02,DANGER,22,100
2023-08-22,Person_48,09:09-16:45,DANGER,9,50
2023-08-22,Person_51,09:23-16:27,DANGER,23,100
2023-08-22,Person_52,09:06-16:59,DANGER,6,50
2023-08-22,Person_53,09:19-16:57,DANGER,19,100
2023-08-22,Person_57,09:11-16:49,DANGER,11,50
2023-08-22,Person_60,09:07-17:12,DANGER,7,50
2023-08-22,Person_61,09:11-16:41,DANGER,11,50
2023-08-22,Person_65,09:04-17:00,DANGER,4,50
2023-08-22,Person_66,09:13-17:19,DANGER,13,50
2023-08-22,Person_67,09:06-17:00,DANGER,6,50
2023-08-22,Person_69,09:16-16:48,DANGER,16,100
2023-08-22,Person_70,09:16-16:57,DANGER,16,100
2023-08-22,Person_73,09:16-17:05,DANGER,16,100
2023-08-22,Person_75,09:20-16:52,DANGER,20,100
2023-08-22,Person_77,09:19-17:35,DANGER,19,100
2023-08-22,Person_78,09:04-17:04,DANGER,4,50
2023-08-22,Person_79,09:18-17:09,DANGER,18,100
2023-08-22,Person_82,09:16-17:01,DANGER,16,100
2023-08-22,Person_84,09:04-16:52,DANGER,4,50
2023-08-22,Person_87,09:10-16:46,DANGER,10,50
2023-08-22,Person_88,09:20-16:57,DANGER,20,100
2023-08-22,Person_89,09:01-16:58,DANGER,1,50
2023-08-22,Person_92,09:05-17:02,DANGER,5,50
2023-08-22,Person_96,09:10-16:52,DANGER,10,50
2023-08-22,Person_97,09:10-17:02,DANGER,10,50
2023-08-22,Person_99,09:11-17:25,DANGER,11,50
2023-08-23,Person_2,09:06-17:23,DANGER,6,50
2023-08-23,Person_3,09:08-16:58,DANGER,8,50
2023-08-23,Person_4,09:37-17:15,DANGER,37,200
2023-08-23,Person_8,09:13-17:00,DANGER,13,50
2023-08-23,Person_12,09:25-17:20,DANGER,25,100
2023-08-23,Person_13,09:09-16:55,DANGER,9,50
2023-08-23,Person_16,09:23-16:57,DANGER,23,100
2023-08-23,Person_22,09:15-16:50,DANGER,15,50
2023-08-23,Person_24,09:05-17:04,DANGER,5,50
2023-08-23,Person_25,09:12-16:49,DANGER,12,50
2023-08-23,Person_26,09:14-16:46,DANGER,14,50
2023-08-23,Person_29,09:06-16:46,DANGER,6,50
2023-08-23,Person_30,09:15-17:09,DANGER,15,50
2023-08-23,Person_35,09:17-17:29,DANGER,17,100
2023-08-23,Person_38,09:04-16:41,DANGER,4,50
2023-08-23,Person_39,09:05-17:04,DANGER,5,50
2023-08-23,Person_42,09:13-17:17,DANGER,13,50
2023-08-23,Person_44,09:13-16:34,DANGER,13,50
2023-08-23,Person_47,09:01-17:17,DANGER,1,50
2023-08-23,Person_48,09:19-17:25,DANGER,19,100
2023-08-23,Person_52,09:13-16:52,DANGER,13,50
2023-08-23,Person_53,09:16-16:58,DANGER,16,100
2023-08-23,Person_55,09:21-16:39,DANGER,21,100
2023-08-23,Person_57,09:17-16:47,DANGER,17,100
2023-08-23,Person_61,09:13-17:28,DANGER,13,50
2023-08-23,Person_64,09:27-17:05,DANGER,27,100
2023-08-23,Person_65,09:07-16:58,DANGER,7,50
2023-08-23,Person_66,09:10-17:04,DANGER,10,50
2023-08-23,Person_70,09:17-16:42,DANGER,17,100
2023-08-23,Person_73,09:05-17:06,DANGER,5,50
2023-08-23,Person_74,09:03-17:00,DANGER,3,50
2023-08-23,Person_75,09:14-16:43,DANGER,14,50
2023-08-23,Person_79,09:16-17:03,DANGER,16,100
2023-08-23,Person_82,09:06-16:57,DANGER,6,50
2023-08-23,Person_83,09:12-17:00,DANGER,12,50
2023-08-23,Person_84,09:20-17:01,DANGER,20,100
2023-08-23,Person_87,09:06-16:35,DANGER,6,50
2023-08-23,Person_88,09:12-16:53,DANGER,12,50
2023-08-23,Person_90,09:13-16:56,DANGER,13,50
2023-08-23,Person_92,09:09-17:11,DANGER,9,50
2023-08-23,Person_95,09:30-16:50,DANGER,30,100
2023-08-23,Person_96,09:14-16:49,DANGER,14,50
2023-08-23,Person_97,09:09-17:00,DANGER,9,50
2023-08-23,Person_99,09:11-17:10,DANGER,11,50
2023-08-24,Person_3,09:03-16:58,DANGER,3,50
2023-08-24,Person_4,09:03-17:06,DANGER,3,50
2023-08-24,Person_8,09:06-16:52,DANGER,6,50
2023-08-24,Person_12,09:13-17:19,DANGER,13,50
2023-08-24,Person_13,09:11-16:46,DANGER,11,50
2023-08-24,Person_15,09:07-16:48,DANGER,7,50
2023-08-24,Person_16,09:03-16:29,DANGER,3,50
2023-08-24,Person_20,09:21-16:53,DANGER,21,100
2023-08-24,Person_21,09:04-17:11,DANGER,4,50
2023-08-24,Person_22,09:17-16:50,DANGER,17,100
2023-08-24,Person_26,09:12-16:56,DANGER,12,50
2023-08-24,Person_29,09:04-17:10,DANGER,4,50
2023-08-24,Person_30,09:03-17:19,DANGER,3,50
2023-08-24,Person_35,09:09-16:37,DANGER,9,50
2023-08-24,Person_38,09:24-16:47,DANGER,24,100
2023-08-24,Person_39,09:06-16:53,DANGER,6,50
2023-08-24,Person_42,09:08-17:16,DANGER,8,50
2023-08-24,Person_44,09:08-16:38,DANGER,8,50
2023-08-24,Person_48,09:07-17:14,DANGER,7,50
2023-08-24,Person_52,09:12-16:56,DANGER,12,50
2023-08-24,Person_53,09:19-16:55,DANGER,19,100
2023-08-24,Person_55,09:23-17:00,DANGER,23,100
2023-08-24,Person_56,09:24-16:40,DANGER,24,100
2023-08-24,Person_57,09:11-16:53,DANGER,11,50
2023-08-24,Person_59,09:02-16:58,DANGER,2,50
2023-08-24,Person_60,09:09-17:13,DANGER,9,50
2023-08-24,Person_61,09:04-17:43,DANGER,4,50
2023-08-24,Person_65,09:08-17:01,DANGER,8,50
2023-08-24,Person_66,09:12-17:08,DANGER,12,50
2023-08-24,Person_70,09:07-16:46,DANGER,7,50
2023-08-24,Person_73,09:27-17:07,DANGER,27,100
2023-08-24,Person_74,09:10-17:33,DANGER,10,50
2023-08-24,Person_75,09:33-16:47,DANGER,33,200
2023-08-24,Person_78,09:05-17:05,DANGER,5,50
2023-08-24,Person_79,09:17-17:07,DANGER,17,100
2023-08-24,Person_80,09:11-17:14,DANGER,11,50
2023-08-24,Person_81,09:02-16:25,DANGER,2,50
2023-08-24,Person_82,09:05-16:48,DANGER,5,50
2023-08-24,Person_83,09:08-17:01,DANGER,8,50
2023-08-24,Person_84,09:17-16:42,DANGER,17,100
2023-08-24,Person_85,09:01-16:59,DANGER,1,50
2023-08-24,Person_87,09:03-16:32,DANGER,3,50
2023-08-24,Person_88,09:18-16:52,DANGER,18,100
2023-08-24,Person_91,09:02-16:59,DANGER,2,50
2023-08-24,Person_92,09:15-17:09,DANGER,15,50
2023-08-24,Person_94,09:06-16:55,DANGER,6,50
2023-08-24,Person_96,09:10-17:00,DANGER,10,50
2023-08-24,Person_97,09:21-16:50,DANGER,21,100
2023-08-25,Person_3,09:03-16:49,DANGER,3,50
2023-08-25,Person_4,09:50-17:03,DANGER,50,200
2023-08-25,Person_7,09:07-16:45,DANGER,7,50
2023-08-25,Person_8,09:11-16:47,DANGER,11,50
2023-08-25,Person_11,09:07-17:09,DANGER,7,50
2023-08-25,Person_12,09:16-17:09,DANGER,16,100
2023-08-25,Person_13,09:15-16:54,DANGER,15,50
2023-08-25,Person_17,09:01-17:05,DANGER,1,50
2023-08-25,Person_19,09:03-16:43,DANGER,3,50
2023-08-25,Person_21,09:19-17:10,DANGER,19,100
2023-08-25,Person_22,09:20-16:36,DANGER,20,100
2023-08-25,Person_25,09:13-16:44,DANGER,13,50
2023-08-25,Person_26,09:13-16:55,DANGER,13,50
2023-08-25,Person_30,09:23-16:59,DANGER,23,100
2023-08-25,Person_34,09:05-17:06,DANGER,5,50
2023-08-25,Person_35,09:17-16:47,DANGER,17,100
2023-08-25,Person_37,09:04-17:22,DANGER,4,50
2023-08-25,Person_39,09:09-16:56,DANGER,9,50
2023-08-25,Person_40,09:03-17:00,DANGER,3,50
2023-08-25,Person_43,09:41-17:11,DANGER,41,200
2023-08-25,Person_44,09:24-16:46,DANGER,24,100
2023-08-25,Person_46,09:17-17:02,DANGER,17,100
2023-08-25,Person_48,09:07-17:20,DANGER,7,50
2023-08-25,Person_52,09:12-16:57,DANGER,12,50
2023-08-25,Person_53,09:22-17:12,DANGER,22,100
2023-08-25,Person_57,09:14-17:07,DANGER,14,50
2023-08-25,Person_60,09:02-17:02,DANGER,2,50
2023-08-25,Person_61,09:09-17:08,DANGER,9,50
2023-08-25,Person_65,09:07-16:59,DANGER,7,50
2023-08-25,Person_66,09:22-17:11,DANGER,22,100
2023-08-25,Person_69,09:06-16:43,DANGER,6,50
2023-08-25,Person_70,09:10-17:06,DANGER,10,50
2023-08-25,Person_74,09:08-17:18,DANGER,8,50
2023-08-25,Person_75,09:15-16:52,DANGER,15,50
2023-08-25,Person_78,09:03-17:00,DANGER,3,50
2023-08-25,Person_79,09:16-17:15,DANGER,16,100
2023-08-25,Person_82,09:10-16:57,DANGER,10,50
2023-08-25,Person_83,09:10-16:53,DANGER,10,50
2023-08-25,Person_84,09:22-16:54,DANGER,22,100
2023-08-25,Person_87,09:06-16:52,DANGER,6,50
2023-08-25,Person_88,09:15-17:01,DANGER,15,50
2023-08-25,Person_91,09:05-17:08,DANGER,5,50
2023-08-25,Person_92,09:10-17:13,DANGER,10,50
2023-08-25,Person_96,09:08-16:27,DANGER,8,50
2023-08-25,Person_97,09:10-17:20,DANGER,10,50
2023-08-25,Person_99,09:04-17:28,DANGER,4,50
2023-08-26,Person_2,09:04-16:59,DANGER,4,50
2023-08-26,Person_3,09:30-17:08,DANGER,30,100
2023-08-26,Person_4,09:16-17:10,DANGER,16,100
2023-08-26,Person_6,09:10-17:04,DANGER,10,50
2023-08-26,Person_11,09:14-17:24,DANGER,14,50
2023-08-26,Person_12,09:07-17:01,DANGER,7,50
2023-08-26,Person_13,09:16-16:46,DANGER,16,100
2023-08-26,Person_15,09:01-17:09,DANGER,1,50
2023-08-26,Person_17,09:19-17:09,DANGER,19,100
2023-08-26,Person_22,09:20-16:53,DANGER,20,100
2023-08-26,Person_26,09:15-16:46,DANGER,15,50
2023-08-26,Person_29,09:01-16:46,DANGER,1,50
2023-08-26,Person_30,09:16-17:06,DANGER,16,100
2023-08-26,Person_34,09:24-16:53,DANGER,24,100
2023-08-26,Person_35,09:11-16:54,DANGER,11,50
2023-08-26,Person_37,09:10-17:20,DANGER,10,50
2023-08-26,Person_38,09:01-17:10,DANGER,1,50
2023-08-26,Person_39,09:15-16:53,DANGER,15,50
2023-08-26,Person_43,09:15-17:20,DANGER,15,50
2023-08-26,Person_44,09:10-16:36,DANGER,10,50
2023-08-26,Person_46,09:19-16:58,DANGER,19,100
2023-08-26,Person_47,09:26-17:04,DANGER,26,100
2023-08-26,Person_48,09:03-17:08,DANGER,3,50
2023-08-26,Person_51,09:04-16:43,DANGER,4,50
2023-08-26,Person_52,09:04-16:55,DANGER,4,50
2023-08-26,Person_53,09:12-17:05,DANGER,12,50
2023-08-26,Person_55,09:04-17:25,DANGER,4,50
2023-08-26,Person_57,09:17-16:50,DANGER,17,100
2023-08-26,Person_59,09:05-16:55,DANGER,5,50
2023-08-26,Person_60,09:30-16:57,DANGER,30,100
2023-08-26,Person_61,09:15-17:10,DANGER,15,50
2023-08-26,Person_65,09:05-17:03,DANGER,5,50
2023-08-26,Person_66,09:12-17:04,DANGER,12,50
2023-08-26,Person_69,09:13-16:57,DANGER,13,50
2023-08-26,Person_70,09:14-17:03,DANGER,14,50
2023-08-26,Person_73,09:06-16:59,DANGER,6,50
2023-08-26,Person_74,09:11-17:10,DANGER,11,50
2023-08-26,Person_75,09:11-16:51,DANGER,11,50
2023-08-26,Person_77,09:07-17:07,DANGER,7,50
2023-08-26,Person_78,09:04-17:01,DANGER,4,50
2023-08-26,Person_79,09:04-17:11,DANGER,4,50
2023-08-26,Person_80,09:10-17:08,DANGER,10,50
2023-08-26,Person_83,09:06-16:56,DANGER,6,50
2023-08-26,Person_84,09:18-16:41,DANGER,18,100
2023-08-26,Person_86,09:13-17:25,DANGER,13,50
2023-08-26,Person_87,09:04-16:29,DANGER,4,50
2023-08-26,Person_88,09:12-16:47,DANGER,12,50
2023-08-26,Person_89,09:12-16:57,DANGER,12,50
2023-08-26,Person_91,09:05-17:07,DANGER,5,50
2023-08-26,Person_92,09:19-17:20,DANGER,19,100
2023-08-26,Person_96,09:06-17:15,DANGER,6,50
2023-08-26,Person_97,09:14-16:59,DANGER,14,50
2023-08-26,Person_99,09:25-17:15,DANGER,25,100
2023-08-27,Person_2,09:02-16:50,DANGER,2,50
2023-08-27,Person_4,09:07-16:57,DANGER,7,50
2023-08-27,Person_8,09:35-16:55,DANGER,35,200
2023-08-27,Person_13,09:14-16:50,DANGER,14,50
2023-08-27,Person_15,09:19-17:10,DANGER,19,100
2023-08-27,Person_16,09:01-16:49,DANGER,1,50
2023-08-27,Person_17,09:41-17:12,DANGER,41,200
2023-08-27,Person_21,09:18-16:54,DANGER,18,100
2023-08-27,Person_22,09:27-16:48,DANGER,27,100
2023-08-27,Person_25,09:16-17:03,DANGER,16,100
2023-08-27,Person_26,09:13-16:54,DANGER,13,50
2023-08-27,Person_29,09:13-17:12,DANGER,13,50
2023-08-27,Person_30,09:14-17:11,DANGER,14,50
2023-08-27,Person_33,09:02-16:52,DANGER,2,50
2023-08-27,Person_34,09:13-17:00,DANGER,13,50
2023-08-27,Person_35,09:12-17:17,DANGER,12,50
2023-08-27,Person_38,09:14-17:11,DANGER,14,50
2023-08-27,Person_39,09:08-16:56,DANGER,8,50
2023-08-27,Person_44,09:11-16:50,DANGER,11,50
2023-08-27,Person_45,09:04-16:46,DANGER,4,50
2023-08-27,Person_47,09:08-16:59,DANGER,8,50
2023-08-27,Person_48,09:09-17:27,DANGER,9,50
2023-08-27,Person_50,09:03-16:55,DANGER,3,50
2023-08-27,Person_52,09:11-17:00,DANGER,11,50
2023-08-27,Person_53,09:04-17:08,DANGER,4,50
2023-08-27,Person_55,09:13-17:17,DANGER,13,50
2023-08-27,Person_56,09:22-16:55,DANGER,22,100
2023-08-27,Person_57,09:06-17:13,DANGER,6,50
2023-08-27,Person_59,09:06-17:01,DANGER,6,50
2023-08-27,Person_60,09:07-17:18,DANGER,7,50
2023-08-27,Person_61,09:10-17:07,DANGER,10,50
2023-08-27,Person_65,09:03-16:58,DANGER,3,50
2023-08-27,Person_66,09:15-17:02,DANGER,15,50
2023-08-27,Person_68,09:01-16:56,DANGER,1,50
2023-08-27,Person_69,09:20-16:55,DANGER,20,100
2023-08-27,Person_70,09:14-16:53,DANGER,14,50
2023-08-27,Person_74,09:04-17:27,DANGER,4,50
2023-08-27,Person_75,09:15-16:46,DANGER,15,50
2023-08-27,Person_77,09:19-17:13,DANGER,19,100
2023-08-27,Person_78,09:12-17:00,DANGER,12,50
2023-08-27,Person_79,09:13-17:10,DANGER,13,50
2023-08-27,Person_81,09:07-16:51,DANGER,7,50
2023-08-27,Person_83,09:16-17:00,DANGER,16,100
2023-08-27,Person_84,09:21-17:10,DANGER,21,100
2023-08-27,Person_85,09:07-17:03,DANGER,7,50
2023-08-27,Person_86,09:05-17:01,DANGER,5,50
2023-08-27,Person_88,09:06-16:53,DANGER,6,50
2023-08-27,Person_92,09:02-17:11,DANGER,2,50
2023-08-27,Person_96,09:13-17:00,DANGER,13,50
2023-08-27,Person_97,09:11-16:57,DANGER,11,50
2023-08-27,Person_98,09:14-17:09,DANGER,14,50
2023-08-28,Person_4,09:06-16:57,DANGER,6,50
2023-08-28,Person_8,09:01-17:02,DANGER,1,50
2023-08-28,Person_10,09:08-17:02,DANGER,8,50
2023-08-28,Person_12,09:27-17:23,DANGER,27,100
2023-08-28,Person_13,09:13-16:43,DANGER,13,50
2023-08-28,Person_15,09:10-16:59,DANGER,10,50
2023-08-28,Person_16,09:02-17:26,DANGER,2,50
2023-08-28,Person_17,09:40-17:00,DANGER,40,200
2023-08-28,Person_21,09:23-17:02,DANGER,23,100
2023-08-28,Person_22,09:16-16:59,DANGER,16,100
2023-08-28,Person_23,09:02-17:05,DANGER,2,50
2023-08-28,Person_26,09:15-16:52,DANGER,15,50
2023-08-28,Person_29,09:30-16:48,DANGER,30,100
2023-08-28,Person_30,09:05-17:16,DANGER,5,50
2023-08-28,Person_34,09:14-16:54,DANGER,14,50
2023-08-28,Person_35,09:09-16:55,DANGER,9,50
2023-08-28,Person_37,09:10-17:28,DANGER,10,50
2023-08-28,Person_39,09:10-16:56,DANGER,10,50
2023-08-28,Person_43,09:08-17:16,DANGER,8,50
2023-08-28,Person_44,09:15-16:57,DANGER,15,50
2023-08-28,Person_47,09:09-16:52,DANGER,9,50
2023-08-28,Person_48,09:09-17:34,DANGER,9,50
2023-08-28,Person_50,09:05-16:37,DANGER,5,50
2023-08-28,Person_51,09:07-17:06,DANGER,7,50
2023-08-28,Person_52,09:05-16:55,DANGER,5,50
2023-08-28,Person_53,09:11-16:50,DANGER,11,50
